"행정구역","2020년12월_계_총인구수","2020년12월_계_연령구간인구수","2020년12월_계_0~9세","2020년12월_계_10~19세","2020년12월_계_20~29세","2020년12월_계_30~39세","2020년12월_계_40~49세","2020년12월_계_50~59세","2020년12월_계_60~69세","2020년12월_계_70~79세","2020년12월_계_80~89세","2020년12월_계_90~99세","2020년12월_계_100세 이상"
"경상북도 포항시 북구 기계면(4711334000)","4,920","4,920","86","192","293","228","369","903","1,226","903","618","100","2"
"경상북도 포항시 북구 죽장면(4711335000)","2,126","2,126","39","56","66","72","128","392","598","421","309","45","0"
"경상북도 포항시 북구 죽장면상옥출장소(4711335500)","593","593","6","15","33","15","39","111","194","113","54","13","0"
"경상북도 포항시 북구 기북면(4711336000)","1,290","1,290","19","40","52","58","102","203","359","255","170","29","3"
"경상북도 포항시 북구 중앙동(4711352000)","15,743","15,743","567","795","1,663","1,738","1,967","2,760","3,308","2,055","773","108","9"
"경상북도 포항시 북구 양학동(4711363000)","17,199","17,199","1,220","1,867","2,161","1,880","2,691","3,452","2,564","972","328","60","4"
"경상북도 포항시 북구 죽도동(4711365500)","19,707","19,707","786","932","2,320","2,309","2,503","3,483","4,185","2,326","752","106","5"
"경상북도 포항시 북구 용흥동(4711366500)","22,295","22,295","1,462","2,048","2,398","2,220","3,281","4,144","4,101","1,864","677","93","7"
"경상북도 포항시 북구 우창동(4711368000)","32,339","32,339","3,046","3,093","3,929","4,451","4,886","6,041","4,449","1,687","669","86","2"
"경상북도 포항시 북구 두호동(4711369000)","23,189","23,189","1,656","2,457","2,939","2,502","3,329","4,708","3,629","1,387","522","58","2"
"경상북도 포항시 북구 장량동(4711370000)","72,758","72,758","8,289","8,876","8,786","10,309","13,387","12,131","7,626","2,371","851","128","4"
"경상북도 포항시 북구 환여동(4711371000)","9,541","9,541","916","1,141","883","1,202","1,677","1,479","1,416","611","192","22","2"
"경상북도 경주시 (4713000000)","253,502","253,502","16,196","20,836","26,921","25,460","36,687","46,852","41,169","24,523","13,012","1,754","92"
"경상북도 경주시 감포읍(4713025000)","5,501","5,501","146","213","375","341","611","1,024","1,251","946","517","74","3"
"경상북도 경주시 안강읍(4713025300)","25,017","25,017","1,190","2,063","2,383","1,798","3,356","5,051","4,422","2,940","1,623","178","13"
"경상북도 경주시 건천읍(4713025600)","9,502","9,502","346","502","729","672","1,043","1,727","2,053","1,470","843","109","8"
"경상북도 경주시 외동읍(4713025900)","20,431","20,431","1,189","1,117","2,029","2,361","2,772","4,137","3,635","1,931","1,096","156","8"
"경상북도 경주시 양북면(4713031000)","4,327","4,327","228","189","445","480","387","662","829","615","426","63","3"
"경상북도 경주시 양남면(4713032000)","6,322","6,322","285","334","606","511","716","1,322","1,325","743","399","78","3"
"경상북도 경주시 내남면(4713033000)","4,712","4,712","95","199","278","262","401","885","1,140","816","572","61","3"
"경상북도 경주시 산내면(4713034000)","3,268","3,268","52","91","138","135","201","585","983","648","384","50","1"
"경상북도 경주시 서면(4713035000)","3,219","3,219","59","123","188","152","307","562","757","665","362","42","2"
"경상북도 경주시 현곡면(4713036000)","21,947","21,947","2,452","2,428","2,349","3,077","3,828","3,569","2,398","1,144","619","83","0"
"경상북도 경주시 강동면(4713037000)","6,323","6,323","195","335","501","388","734","1,291","1,328","906","559","84","2"
"경상북도 경주시 천북면(4713038000)","5,730","5,730","282","331","544","601","700","1,047","1,080","720","380","44","1"
"경상북도 경주시 중부동(4713051500)","5,308","5,308","211","323","550","514","645","883","1,056","753","332","33","8"
"경상북도 경주시 황오동(4713053000)","6,567","6,567","172","327","645","551","744","1,176","1,452","989","433","67","11"
"경상북도 경주시 성건동(4713055000)","14,047","14,047","443","841","2,062","1,288","1,823","2,402","2,677","1,773","651","85","2"
"경상북도 경주시 황남동(4713057000)","4,779","4,779","91","202","348","298","501","853","1,079","827","512","60","8"
"경상북도 경주시 선도동(4713059000)","14,914","14,914","1,205","1,692","1,924","1,494","2,579","2,776","1,773","927","478","65","1"
"경상북도 경주시 월성동(4713060500)","5,925","5,925","357","343","488","530","754","1,037","1,147","778","424","66","1"
"경상북도 경주시 용강동(4713061500)","22,521","22,521","2,739","2,494","2,532","3,112","4,078","3,842","2,270","911","465","74","4"
"경상북도 경주시 황성동(4713062100)","28,837","28,837","2,494","3,738","3,754","3,222","5,314","5,441","2,997","1,179","607","89","2"
"경상북도 경주시 동천동(4713063000)","22,753","22,753","1,260","2,266","3,022","2,382","3,681","4,499","3,382","1,535","647","78","1"
"경상북도 경주시 불국동(4713065000)","9,771","9,771","652","592","856","1,157","1,302","1,756","1,747","1,047","564","93","5"
"경상북도 경주시 보덕동(4713066000)","1,781","1,781","53","93","175","134","210","325","388","260","119","22","2"
"경상북도 김천시 (4715000000)","140,548","140,548","10,437","12,245","14,620","15,142","19,401","23,907","22,012","13,435","8,114","1,182","53"
"경상북도 김천시 아포읍(4715025000)","7,131","7,131","382","422","552","579","837","1,449","1,432","847","537","92","2"
"경상북도 김천시 농소면(4715031000)","3,043","3,043","116","132","251","224","307","562","646","445","316","44","0"
"경상북도 김천시 남면(4715032000)","3,128","3,128","67","146","244","198","310","596","693","480","332","58","4"
"경상북도 김천시 개령면(4715034000)","2,478","2,478","58","102","181","149","205","484","607","400","249","42","1"
"경상북도 김천시 감문면(4715035000)","3,305","3,305","71","105","168","177","249","583","826","575","476","74","1"
"경상북도 김천시 어모면(4715036000)","4,062","4,062","153","188","308","214","431","742","893","657","401","71","4"
"경상북도 김천시 봉산면(4715037000)","3,196","3,196","94","147","254","196","287","626","770","501","285","34","2"
"경상북도 김천시 대항면(4715038000)","3,469","3,469","82","190","304","208","320","740","791","466","308","56","4"
"경상북도 김천시 감천면(4715039000)","1,942","1,942","58","77","147","120","181","380","417","288","240","33","1"
"경상북도 김천시 조마면(4715040000)","2,237","2,237","57","95","140","124","197","434","527","346","276","39","2"
"경상북도 김천시 구성면(4715041000)","2,835","2,835","58","85","171","141","197","542","660","512","396","71","2"
"경상북도 김천시 지례면(4715042000)","1,576","1,576","39","55","81","65","114","273","374","307","231","34","3"
"경상북도 김천시 부항면(4715043000)","1,260","1,260","28","35","67","46","112","216","319","231","179","25","2"
"경상북도 김천시 대덕면(4715044000)","2,294","2,294","46","301","115","105","163","376","484","375","291","35","3"
"경상북도 김천시 증산면(4715045000)","1,036","1,036","11","35","45","28","85","222","281","156","156","16","1"
"경상북도 김천시 자산동(4715051600)","6,748","6,748","219","377","621","556","832","1,120","1,513","1,008","447","55","0"
"경상북도 김천시 평화남산동(4715053600)","7,641","7,641","215","438","809","714","856","1,336","1,598","1,055","543","73","4"
"경상북도 김천시 양금동(4715056500)","3,961","3,961","139","236","322","260","416","672","857","655","362","39","3"
"경상북도 김천시 대신동(4715057500)","25,224","25,224","2,108","3,124","3,670","2,877","4,106","4,298","2,752","1,400","794","88","7"
"경상북도 김천시 대곡동(4715059500)","20,434","20,434","1,401","2,271","2,398","2,060","2,978","3,717","3,042","1,618","825","121","3"
"경상북도 김천시 지좌동(4715061000)","11,061","11,061","902","1,102","1,431","1,290","1,841","1,948","1,458","732","301","53","3"
"경상북도 김천시 율곡동(4715064000)","22,487","22,487","4,133","2,582","2,341","4,811","4,377","2,591","1,072","381","169","29","1"
"경상북도 안동시 (4717000000)","158,907","158,907","10,643","13,736","16,790","15,481","22,332","26,500","25,641","16,626","9,644","1,452","62"
"경상북도 안동시 풍산읍(4717025000)","6,390","6,390","190","288","453","374","569","1,115","1,414","1,102","758","120","7"
"경상북도 안동시 와룡면(4717031000)","4,114","4,114","100","200","315","205","341","694","896","735","544","81","3"
"경상북도 안동시 북후면(4717032000)","3,022","3,022","67","86","148","164","328","546","656","552","412","62","1"
"경상북도 안동시 서후면(4717033000)","3,555","3,555","84","138","309","210","360","606","855","537","381","75","0"
"경상북도 안동시 풍천면(4717034000)","6,702","6,702","411","363","910","994","793","941","983","762","467","74","4"
"경상북도 안동시 일직면(4717035000)","2,777","2,777","47","125","150","114","245","447","637","560","385","64","3"
"경상북도 안동시 남후면(4717036000)","1,786","1,786","33","63","80","82","160","290","386","358","284","49","1"
"경상북도 안동시 남선면(4717037000)","2,122","2,122","56","80","162","138","165","439","484","327","232","39","0"
"경상북도 안동시 임하면(4717038000)","2,884","2,884","57","111","194","155","267","528","701","486","320","63","2"
"경상북도 안동시 길안면(4717039000)","2,721","2,721","45","79","127","123","180","518","688","548","369","43","1"
"경상북도 안동시 임동면(4717040000)","1,773","1,773","31","50","81","61","149","314","472","348","240","22","5"
"경상북도 안동시 예안면(4717041000)","1,875","1,875","45","54","84","75","114","376","490","352","258","25","2"
"경상북도 안동시 도산면(4717042000)","1,635","1,635","25","50","69","62","126","283","435","341","209","35","0"
"경상북도 안동시 녹전면(4717043000)","1,771","1,771","32","71","67","74","139","289","469","352","249","29","0"
"경상북도 안동시 중구동(4717051000)","5,068","5,068","239","342","528","492","627","839","910","706","329","54","2"
"경상북도 안동시 명륜동(4717052000)","5,056","5,056","304","410","541","438","721","937","847","552","268","38","0"
"경상북도 안동시 용상동(4717055500)","22,309","22,309","1,913","2,354","3,012","2,555","3,571","3,513","2,776","1,634","858","117","6"
"경상북도 안동시 서구동(4717058500)","9,169","9,169","646","878","850","823","1,396","1,456","1,501","1,013","527","74","5"
"경상북도 안동시 태화동(4717060000)","13,368","13,368","926","963","1,449","1,559","1,857","2,265","2,216","1,403","644","79","7"
"경상북도 안동시 평화동(4717062000)","6,322","6,322","381","533","639","590","908","1,043","1,156","692","321","57","2"
"경상북도 안동시 안기동(4717063000)","6,271","6,271","349","588","680","559","878","1,178","1,147","628","229","35","0"
"경상북도 안동시 옥동(4717065000)","21,809","21,809","2,021","2,624","2,746","2,478","3,792","3,568","2,597","1,240","640","101","2"
"경상북도 안동시 송하동(4717066000)","16,018","16,018","1,529","1,743","1,931","2,043","2,586","2,744","1,995","885","476","80","6"
"경상북도 안동시 강남동(4717069000)","10,390","10,390","1,112","1,543","1,265","1,113","2,060","1,571","930","513","244","36","3"
"경상북도 구미시 (4719000000)","416,328","416,328","41,366","44,917","56,651","65,718","73,143","69,803","39,469","16,035","8,019","1,155","52"
"경상북도 구미시 선산읍(4719025000)","15,001","15,001","890","1,161","1,465","1,328","1,960","2,988","2,670","1,447","936","150","6"
"경상북도 구미시 고아읍(4719025300)","36,487","36,487","3,306","3,846","4,653","4,387","5,698","7,747","4,122","1,626","946","149","7"
"경상북도 구미시 무을면(4719031000)","1,873","1,873","44","63","101","91","137","365","474","303","253","42","0"
"경상북도 구미시 옥성면(4719032000)","1,729","1,729","14","58","100","80","143","331","426","287","251","38","1"
"경상북도 구미시 도개면(4719033000)","2,225","2,225","45","116","151","107","191","399","506","393","276","39","2"
"경상북도 구미시 해평면(4719034000)","4,133","4,133","69","150","300","217","441","823","912","674","482","60","5"
"경상북도 구미시 산동면(4719035000)","26,619","26,619","5,632","2,212","2,614","8,068","4,315","2,065","998","398","276","39","2"
"경상북도 구미시 장천면(4719036000)","3,183","3,183","77","202","256","182","387","634","638","463","306","36","2"
"경상북도 구미시 송정동(4719051000)","24,429","24,429","1,816","2,495","3,448","3,399","3,911","4,495","3,292","1,146","381","42","4"
"경상북도 구미시 원평1동(4719052000)","3,778","3,778","70","100","485","528","703","836","646","292","92","23","3"
"경상북도 구미시 원평2동(4719053000)","3,216","3,216","86","145","326","274","354","653","748","432","177","20","1"
"경상북도 구미시 도량동(4719055100)","30,006","30,006","2,416","3,497","4,002","3,578","5,048","6,039","3,620","1,187","553","65","1"
"경상북도 구미시 지산동(4719055500)","2,239","2,239","76","122","228","163","284","488","514","241","108","14","1"
"경상북도 구미시 선주원남동(4719056500)","39,544","39,544","3,904","5,104","5,202","5,118","7,509","7,143","3,742","1,241","506","74","1"
"경상북도 구미시 형곡1동(4719058200)","14,681","14,681","1,087","1,648","2,017","1,690","2,435","3,014","1,834","658","272","26","0"
"경상북도 구미시 형곡2동(4719058300)","17,039","17,039","864","1,961","2,768","1,636","2,756","3,904","2,210","673","233","31","3"
"경상북도 구미시 신평1동(4719059000)","3,307","3,307","146","171","603","500","451","635","466","249","75","11","0"
"경상북도 구미시 신평2동(4719060000)","3,262","3,262","283","228","435","543","444","639","408","177","92","10","3"
"경상북도 구미시 비산동(4719061000)","6,325","6,325","704","479","968","1,341","993","1,144","454","167","65","10","0"
"경상북도 구미시 공단1동(4719062100)","6,988","6,988","1,010","622","939","1,503","1,170","1,076","496","123","44","5","0"
"경상북도 구미시 공단2동(4719062200)","4,458","4,458","627","217","679","1,120","711","643","355","81","18","6","1"
"경상북도 구미시 광평동(4719063000)","4,386","4,386","328","343","652","712","764","800","481","218","77","11","0"
"경상북도 구미시 상모사곡동(4719064500)","31,015","31,015","2,845","3,795","4,697","4,370","6,123","5,936","2,103","746","340","58","2"
"경상북도 구미시 임오동(4719066000)","19,003","19,003","2,211","2,550","2,412","2,996","3,903","3,123","1,201","399","182","25","1"
"경상북도 구미시 인동동(4719067000)","48,598","48,598","4,891","6,026","7,119","8,709","9,518","6,940","3,412","1,319","574","88","2"
"경상북도 구미시 진미동(4719068000)","16,329","16,329","940","1,081","4,273","4,270","2,714","1,729","862","311","122","25","2"
"경상북도 구미시 양포동(4719069000)","46,475","46,475","6,985","6,525","5,758","8,808","10,080","5,214","1,879","784","382","58","2"
"경상북도 영주시 (4721000000)","103,119","103,119","6,100","8,883","9,629","8,488","13,901","17,941","18,377","11,868","6,856","1,016","60"
"경상북도 영주시 풍기읍(4721025000)","10,640","10,640","467","714","928","733","1,244","1,863","2,290","1,448","801","140","12"
"경상북도 영주시 이산면(4721031000)","2,370","2,370","58","101","182","121","182","485","551","351","293","45","1"
"경상북도 영주시 평은면(4721032000)","1,457","1,457","22","55","87","48","95","261","347","290","212","37","3"
"경상북도 영주시 문수면(4721033000)","1,969","1,969","57","86","142","103","180","335","456","313","245","49","3"
"경상북도 영주시 장수면(4721034000)","2,206","2,206","56","105","156","119","189","366","516","374","268","54","3"
"경상북도 영주시 안정면(4721035000)","3,051","3,051","84","129","207","156","265","507","727","532","384","59","1"
"경상북도 영주시 봉현면(4721036000)","2,739","2,739","70","132","163","119","264","520","706","458","261","39","7"
"경상북도 영주시 순흥면(4721037000)","2,021","2,021","37","80","139","87","139","370","552","345","229","42","1"
"경상북도 영주시 단산면(4721038000)","1,906","1,906","27","64","104","85","157","347","466","334","278","43","1"
"경상북도 영주시 부석면(4721039000)","3,116","3,116","53","122","138","140","212","585","832","590","383","57","4"
"경상북도 영주시 상망동(4721051000)","7,761","7,761","481","940","760","577","1,270","1,325","1,153","773","405","74","3"
"경상북도 영주시 하망동(4721052500)","6,329","6,329","347","620","633","473","892","1,159","1,046","731","383","42","3"
"경상북도 영주시 영주1동(4721055000)","4,081","4,081","167","294","312","296","493","698","865","578","336","39","3"
"경상북도 영주시 영주2동(4721056000)","3,569","3,569","169","257","294","256","412","638","743","524","242","33","1"
"경상북도 영주시 휴천1동(4721059000)","6,681","6,681","498","863","710","528","1,153","1,200","853","557","284","33","2"
"경상북도 영주시 휴천2동(4721060000)","8,250","8,250","440","632","938","700","1,058","1,567","1,476","941","442","53","3"
"경상북도 영주시 휴천3동(4721061000)","8,033","8,033","452","710","953","636","1,055","1,603","1,403","783","378","58","2"
"경상북도 영주시 가흥1동(4721062000)","18,953","18,953","2,066","2,169","1,931","2,541","3,392","2,719","2,181","1,249","627","75","3"
"경상북도 영주시 가흥2동(4721063000)","7,987","7,987","549","810","852","770","1,249","1,393","1,214","697","405","44","4"
"경상북도 영천시 (4723000000)","102,015","102,015","5,699","6,692","10,151","9,440","12,658","18,310","18,724","12,538","6,966","794","43"
"경상북도 영천시 금호읍(4723025000)","11,088","11,088","409","487","990","793","1,283","2,308","2,307","1,597","827","83","4"
"경상북도 영천시 청통면(4723031000)","4,161","4,161","109","137","307","292","366","764","1,026","716","389","52","3"
"경상북도 영천시 신녕면(4723032000)","3,919","3,919","105","186","251","219","342","680","952","711","424","47","2"
"경상북도 영천시 화산면(4723033000)","3,296","3,296","64","92","198","183","283","596","791","640","401","48","0"
"경상북도 영천시 화북면(4723034000)","2,213","2,213","65","82","110","99","172","403","566","382","296","37","1"
"경상북도 영천시 화남면(4723035000)","3,138","3,138","66","93","181","163","245","598","822","590","336","38","6"
"경상북도 영천시 자양면(4723036000)","1,230","1,230","19","37","76","47","69","275","301","225","159","21","1"
"경상북도 영천시 임고면(4723037000)","4,242","4,242","115","155","263","232","382","711","985","853","484","62","0"
"경상북도 영천시 고경면(4723038000)","5,874","5,874","257","224","893","476","498","868","1,141","920","538","56","3"
"경상북도 영천시 북안면(4723039000)","4,448","4,448","73","129","269","244","409","782","1,105","846","525","63","3"
"경상북도 영천시 대창면(4723040000)","3,096","3,096","86","91","204","202","260","563","849","507","298","35","1"
"경상북도 영천시 동부동(4723051000)","29,438","29,438","2,596","2,978","3,535","3,684","4,759","5,230","3,795","1,814","946","96","5"
"경상북도 영천시 중앙동(4723052000)","9,844","9,844","745","960","1,264","1,122","1,486","1,703","1,301","828","383","47","5"
"경상북도 영천시 서부동(4723053500)","4,831","4,831","168","274","494","399","539","908","981","689","341","37","1"
"경상북도 영천시 완산동(4723054000)","6,963","6,963","569","565","711","840","1,056","1,123","1,035","704","326","27","7"
"경상북도 영천시 남부동(4723055500)","4,234","4,234","253","202","405","445","509","798","767","516","293","45","1"
"경상북도 상주시 (4725000000)","97,228","97,228","5,200","7,541","8,163","7,445","11,490","16,728","18,318","12,639","8,366","1,276","62"
"경상북도 상주시 함창읍(4725025000)","6,564","6,564","278","500","424","464","735","1,091","1,329","968","670","96","9"
"경상북도 상주시 중동면(4725031000)","1,414","1,414","43","60","69","74","106","239","312","302","184","25","0"
"경상북도 상주시 사벌국면(4725032500)","3,853","3,853","101","166","196","211","336","639","877","680","559","85","3"
"경상북도 상주시 낙동면(4725033000)","3,070","3,070","96","158","168","130","261","523","655","566","426","81","6"
"경상북도 상주시 낙동면동부출장소(4725033500)","992","992","29","35","53","34","72","201","226","153","171","16","2"
"경상북도 상주시 청리면(4725034000)","2,673","2,673","84","108","152","157","215","426","626","476","366","59","4"
"경상북도 상주시 공성면(4725035000)","3,956","3,956","88","202","206","192","302","641","983","750","509","81","2"
"경상북도 상주시 외남면(4725036000)","1,668","1,668","61","69","82","87","124","294","379","301","231","40","0"
"경상북도 상주시 내서면(4725037000)","1,960","1,960","56","87","106","98","136","387","491","332","239","28","0"
"경상북도 상주시 모동면(4725038000)","2,570","2,570","95","152","156","126","243","499","638","390","236","31","4"
"경상북도 상주시 모서면(4725039000)","1,753","1,753","58","69","106","82","171","330","426","281","204","25","1"
"경상북도 상주시 모서면서부출장소(4725039500)","754","754","25","38","32","47","55","155","188","115","86","13","0"
"경상북도 상주시 화동면(4725040000)","1,993","1,993","64","106","104","103","170","382","456","347","211","49","1"
"경상북도 상주시 화서면(4725041000)","2,784","2,784","140","149","158","182","256","526","609","412","309","42","1"
"경상북도 상주시 화북면(4725042000)","1,233","1,233","31","64","71","72","115","259","277","186","135","21","2"
"경상북도 상주시 화북면서부출장소(4725042600)","332","332","5","11","15","10","25","66","100","57","38","5","0"
"경상북도 상주시 외서면(4725043000)","2,730","2,730","85","155","119","145","291","487","600","460","333","51","4"
"경상북도 상주시 은척면(4725044000)","1,146","1,146","19","47","47","32","85","171","289","262","166","26","2"
"경상북도 상주시 은척면북부출장소(4725044500)","380","380","7","19","12","8","26","71","73","74","79","11","0"
"경상북도 상주시 공검면(4725045000)","2,145","2,145","37","93","101","103","166","307","522","438","322","55","1"
"경상북도 상주시 이안면(4725046000)","2,060","2,060","64","91","98","70","191","311","424","426","319","64","2"
"경상북도 상주시 화남면(4725047000)","827","827","26","35","48","31","64","165","189","139","103","26","1"
"경상북도 상주시 남원동(4725052000)","12,259","12,259","921","1,307","1,320","1,251","1,797","2,075","1,855","1,123","523","80","7"
"경상북도 상주시 북문동(4725053000)","9,143","9,143","713","865","972","1,085","1,364","1,569","1,425","707","388","55","0"
"경상북도 상주시 계림동(4725054000)","7,935","7,935","576","817","747","748","1,151","1,381","1,216","758","480","59","2"
"경상북도 상주시 동문동(4725055000)","8,340","8,340","563","815","851","766","1,194","1,518","1,294","828","445","62","4"
"경상북도 상주시 동성동(4725056000)","3,670","3,670","186","349","317","276","491","624","643","485","262","34","3"
"경상북도 상주시 신흥동(4725057000)","9,024","9,024","749","974","1,433","861","1,348","1,391","1,216","623","372","56","1"
"경상북도 문경시 (4728000000)","71,406","71,406","4,072","5,580","6,207","5,726","8,787","12,037","13,378","9,268","5,480","814","57"
"경상북도 문경시 문경읍(4728025000)","5,839","5,839","218","338","394","367","604","1,033","1,275","1,002","516","81","11"
"경상북도 문경시 문경읍갈평출장소(4728025100)","1,129","1,129","44","60","74","48","109","228","258","178","112","18","0"
"경상북도 문경시 가은읍(4728025300)","3,221","3,221","106","157","162","159","264","545","717","588","440","79","4"
"경상북도 문경시 가은읍북부출장소(4728025400)","833","833","11","39","34","45","77","178","199","151","83","15","1"
"경상북도 문경시 영순면(4728031000)","2,451","2,451","56","265","151","102","179","345","563","388","348","53","1"
"경상북도 문경시 산양면(4728032000)","3,044","3,044","88","129","181","162","256","484","710","544","412","76","2"
"경상북도 문경시 호계면(4728033000)","2,399","2,399","44","149","323","105","183","390","537","353","273","41","1"
"경상북도 문경시 산북면(4728034000)","2,777","2,777","59","106","144","131","231","488","627","524","404","58","5"
"경상북도 문경시 동로면(4728035000)","1,951","1,951","83","79","97","99","168","363","497","319","218","28","0"
"경상북도 문경시 마성면(4728036000)","3,565","3,565","86","125","213","218","306","613","755","705","477","61","6"
"경상북도 문경시 농암면(4728037000)","2,609","2,609","72","93","115","131","182","506","651","469","322","61","7"
"경상북도 문경시 점촌1동(4728057000)","5,813","5,813","354","406","540","585","695","991","1,135","722","350","32","3"
"경상북도 문경시 점촌2동(4728058000)","7,122","7,122","427","573","621","635","874","1,154","1,409","944","427","50","8"
"경상북도 문경시 점촌3동(4728059000)","9,087","9,087","680","854","845","821","1,348","1,544","1,533","934","464","59","5"
"경상북도 문경시 점촌4동(4728060000)","3,162","3,162","132","149","221","237","325","539","674","542","298","43","2"
"경상북도 문경시 점촌5동(4728061000)","16,404","16,404","1,612","2,058","2,092","1,881","2,986","2,636","1,838","905","336","59","1"
"경상북도 경산시 (4729000000)","263,728","263,728","20,476","22,700","36,229","33,192","41,568","44,853","34,901","19,395","9,254","1,095","65"
"경상북도 경산시 하양읍(4729025000)","25,619","25,619","1,660","2,758","3,803","2,552","4,067","4,232","3,284","2,096","1,052","103","12"
"경상북도 경산시 진량읍(4729025300)","36,335","36,335","2,409","3,569","5,424","3,975","6,389","6,967","4,049","2,288","1,147","111","7"
"경상북도 경산시 압량읍(4729025600)","20,912","20,912","2,329","1,171","3,185","4,137","3,013","2,830","2,324","1,213","634","72","4"
"경상북도 경산시 와촌면(4729031000)","5,985","5,985","182","283","509","503","626","1,191","1,390","801","441","53","6"
"경상북도 경산시 자인면(4729033000)","5,558","5,558","141","247","478","402","605","1,061","1,281","844","442","54","3"
"경상북도 경산시 용성면(4729034000)","3,346","3,346","76","106","209","206","270","610","855","604","358","51","1"
"경상북도 경산시 남산면(4729035000)","3,760","3,760","115","158","277","214","396","720","874","560","377","66","3"
"경상북도 경산시 남천면(4729037000)","3,034","3,034","98","108","261","198","285","603","698","486","247","48","2"
"경상북도 경산시 중방동(4729051000)","10,015","10,015","582","605","1,580","1,167","1,321","1,920","1,722","772","310","34","2"
"경상북도 경산시 중앙동(4729052000)","6,620","6,620","233","400","1,008","699","818","1,299","1,127","658","337","38","3"
"경상북도 경산시 남부동(4729053000)","20,107","20,107","2,031","1,977","2,075","2,725","3,525","3,014","2,554","1,517","599","81","9"
"경상북도 경산시 서부1동(4729054100)","36,652","36,652","2,836","4,009","4,504","3,989","6,429","6,252","4,783","2,552","1,154","139","5"
"경상북도 경산시 서부2동(4729054200)","30,723","30,723","3,398","2,318","3,917","4,642","4,733","5,193","3,679","1,976","782","82","3"
"경상북도 경산시 북부동(4729055000)","16,272","16,272","1,056","790","3,726","2,826","2,242","2,458","1,844","890","394","44","2"
"경상북도 경산시 동부동(4729056000)","38,790","38,790","3,330","4,201","5,273","4,957","6,849","6,503","4,437","2,138","980","119","3"
"경상북도 군위군 (4772000000)","23,256","23,256","681","961","1,522","1,309","2,159","4,312","5,336","4,018","2,612","331","15"
"경상북도 군위군 군위읍(4772025000)","8,193","8,193","425","583","712","634","1,104","1,505","1,474","1,057","617","76","6"
"경상북도 군위군 소보면(4772031000)","2,317","2,317","42","50","110","106","143","457","556","448","360","42","3"
"경상북도 군위군 효령면(4772032000)","3,768","3,768","87","129","264","181","300","705","976","676","403","46","1"
"경상북도 군위군 부계면(4772033000)","2,042","2,042","39","48","141","97","146","411","516","358","247","39","0"
"경상북도 군위군 우보면(4772034000)","2,007","2,007","19","40","111","81","138","360","503","416","302","34","3"
"경상북도 군위군 의흥면(4772035000)","2,385","2,385","36","66","93","105","169","410","600","516","347","41","2"
"경상북도 군위군 산성면(4772036000)","1,189","1,189","15","23","34","47","75","208","316","260","185","26","0"
"경상북도 군위군 고로면(4772037000)","1,355","1,355","18","22","57","58","84","256","395","287","151","27","0"
"경상북도 의성군 (4773000000)","51,724","51,724","1,911","2,296","3,154","3,243","4,700","8,714","11,789","8,938","6,135","796","48"
"경상북도 의성군 의성읍(4773025000)","13,447","13,447","806","1,023","1,146","1,192","1,755","2,235","2,551","1,706","888","134","11"
"경상북도 의성군 단촌면(4773031000)","1,937","1,937","24","62","84","89","143","321","530","371","286","25","2"
"경상북도 의성군 점곡면(4773032000)","1,598","1,598","38","38","67","74","98","256","419","331","250","27","0"
"경상북도 의성군 옥산면(4773033000)","1,820","1,820","36","53","91","73","143","344","487","353","216","23","1"
"경상북도 의성군 사곡면(4773034000)","1,565","1,565","24","36","61","52","106","291","420","293","240","42","0"
"경상북도 의성군 춘산면(4773035000)","1,468","1,468","34","51","60","76","68","263","437","263","185","28","3"
"경상북도 의성군 가음면(4773036000)","1,466","1,466","35","42","57","72","97","245","419","261","206","28","4"
"경상북도 의성군 금성면(4773037000)","4,334","4,334","131","149","236","233","356","681","1,021","867","559","94","7"
"경상북도 의성군 봉양면(4773038000)","3,953","3,953","154","140","258","281","360","712","919","643","421","61","4"
"경상북도 의성군 비안면(4773039000)","2,553","2,553","91","48","119","130","185","427","648","490","369","44","2"
"경상북도 의성군 구천면(4773040000)","1,821","1,821","41","47","85","94","132","320","460","338","270","33","1"
"경상북도 의성군 단밀면(4773041000)","1,756","1,756","42","58","99","90","127","302","375","342","290","30","1"
"경상북도 의성군 단북면(4773042000)","1,802","1,802","35","56","105","81","120","316","429","358","274","26","2"
"경상북도 의성군 안계면(4773043000)","4,585","4,585","237","258","364","346","495","768","847","723","484","61","2"
"경상북도 의성군 다인면(4773044000)","3,822","3,822","94","130","194","199","278","618","889","799","558","60","3"
"경상북도 의성군 신평면(4773045000)","815","815","23","13","22","31","47","147","175","188","147","22","0"
"경상북도 의성군 안평면(4773046000)","2,143","2,143","50","68","78","86","140","335","562","436","344","40","4"
"경상북도 의성군 안사면(4773047000)","839","839","16","24","28","44","50","133","201","176","148","18","1"
"경상북도 청송군 (4775000000)","25,044","25,044","979","1,207","1,694","1,693","2,399","4,708","5,527","4,042","2,466","308","21"
"경상북도 청송군 청송읍(4775025000)","5,196","5,196","287","363","460","479","606","1,002","915","635","389","51","9"
"경상북도 청송군 주왕산면(4775031500)","1,860","1,860","48","58","94","124","146","364","466","339","200","21","0"
"경상북도 청송군 부남면(4775032000)","2,507","2,507","66","94","134","116","159","501","647","474","281","34","1"
"경상북도 청송군 현동면(4775033000)","2,097","2,097","77","96","139","104","209","409","447","351","236","27","2"
